WSA	FN	North	PD	Dist	Elev	Inc	lnPD	lnDist	lnInc
0.0	0	1.0	0.074	24.316	26.0	25.417	-2.6036901	3.1911345	3.2354183
0.0	0	1.0	0.006	6.85	23.0	25.417	-5.115996	1.9242487	3.2354183
0.0	0	1.0	0.055	5.397	24.0	25.417	-2.900422	1.6858432	3.2354183
0.0	0	1.0	1.013	11.79	22.0	25.417	0.012916236	2.4672518	3.2354183
0.0	0	1.0	0.025	4.919	23.0	25.417	-3.6888795	1.5931053	3.2354183
0.0	0	1.0	0.008	11.051	23.0	25.417	-4.828314	2.402521	3.2354183
0.0	0	1.0	0.57	20.617	24.0	25.417	-0.56211895	3.026116	3.2354183
0.0	0	1.0	0.019	13.025	23.0	25.417	-3.9633164	2.5668705	3.2354183
0.0	1	1.0		7.044	1.0	25.417		1.9521762	3.2354183
0.0	1	1.0	0.268	32.827	24.0	25.417	-1.3167683	3.4912512	3.2354183
0.0	1	1.0	0.596	20.937	26.0	25.417	-0.5175146	3.041518	3.2354183
0.0	0	1.0	0.036	0.775	1.0	25.417	-3.3242364	-0.2548923	3.2354183
	0	1.0	0.7	8.821	20.0	24.427	-0.35667497	2.1771352	3.195689
	0	1.0	0.087	2.21	21.336	24.427	-2.441847	0.79299253	3.195689
0.0	0	1.0	0.059	4.59	26.0	24.427	-2.8302178	1.52388	3.195689
0.0	0	1.0	0.953	7.697	20.0	24.427	-0.048140366	2.0408306	3.195689
0.0	1	1.0	0.114	9.409	20.0	24.427	-2.1715567	2.2416668	3.195689
0.0	0	1.0	2.999	8.768	18.0	24.427	1.0982789	2.1711087	3.195689
0.0	0	1.0	0.073	0.978	24.0	24.427	-2.6172957	-0.022245623	3.195689
0.0	0	1.0	0.069	7.111	20.0	24.427	-2.6736488	1.9616429	3.195689
0.0	0	1.0	0.024	2.022	25.908	24.427	-3.7297015	0.70408714	3.195689
0.0	0	1.0	0.165	3.751	36.0	24.427	-1.8018098	1.3220224	3.195689
0.0	0	1.0	0.096	3.277	26.0	24.427	-2.3434072	1.1869284	3.195689
0.0	0	1.0	3.38	1.12	20.0	24.427	1.2178757	0.11332869	3.195689
0.0	1	1.0	0.091	6.852	30.0	24.427	-2.396896	1.9245406	3.195689
0.0	1	1.0	0.045	3.533	21.336	24.427	-3.1010928	1.2621473	3.195689
0.0	1	1.0	0.227	15.821	19.812	24.427	-1.4828053	2.7613382	3.195689
0.0	1	1.0	0.06	1.565	24.0	24.427	-2.8134108	0.44788587	3.195689
1.0	1	1.0	0.365	9.071	20.0	24.427	-1.0078579	2.2050824	3.195689
0.0	0	1.0	0.077	1.677	32.0	24.427	-2.5639498	0.5170065	3.195689
0.0	1	1.0	0.016	7.339	36.0	24.427	-4.1351666	1.9932026	3.195689
	0	1.0	0.086	32.941	36.0	24.427	-2.453408	3.494718	3.195689
	0	1.0	0.087	22.649	40.0	24.427	-2.441847	3.1201158	3.195689
0.0	0	1.0	0.059	68.28	36.0	24.427	-2.8302178	4.223617	3.195689
1.0	1	1.0	0.156	8.154	28.0	27.638	-1.8578993	2.0985086	3.3191917
0.0	0	1.0	3.323	2.692	28.0	27.638	1.200868	0.9902844	3.3191917
0.0	0	1.0	0.164	6.629	25.908	27.638	-1.8078889	1.891454	3.3191917
0.0	0	1.0	0.169	3.947	21.0	27.638	-1.7778566	1.3729558	3.3191917
	0	1.0	0.161	0.384	30.0	27.638	-1.8263509	-0.9571127	3.3191917
0.0	0	1.0	0.245	9.361	32.0	27.638	-1.406497	2.2365522	3.3191917
0.0	0	1.0	0.108	2.364	19.0	27.638	-2.225624	0.86035514	3.3191917
0.0	0	1.0	0.227	7.047	32.0	27.638	-1.4828053	1.952602	3.3191917
0.0	1	1.0	0.79	1.967	34.0	27.638	-0.2357223	0.67650956	3.3191917
0.0	1	1.0	3.059	1.561	34.0	27.638	1.1180881	0.44532663	3.3191917
0.0	1	1.0	1.05	13.281	19.0	27.638	0.04879012	2.5863345	3.3191917
0.0	1	1.0	0.361	22.826	19.0	27.638	-1.0188773	3.1279004	3.3191917
0.0	1	1.0	4.118	6.798	21.0	27.638	1.4153676	1.9166285	3.3191917
0.0	1	1.0	0.049	54.949	32.0	27.638	-3.015935	4.0064054	3.3191917
0.0	0	1.0	0.065	39.788	43.0	27.638	-2.7333682	3.6835654	3.3191917
1.0	1	1.0	0.026	3.5	33.0	27.638	-3.6496587	1.2527629	3.3191917
1.0	1	1.0	1.653	6.345	32.0	27.638	0.5025918	1.8476671	3.3191917
0.0	1	1.0	3.737	45.622	29.0	27.638	1.3182832	3.82039	3.3191917
0.0	0	1.0	0.018	0.286	35.0	27.638	-4.0173836	-1.2517635	3.3191917
0.0	1	1.0	1.013	53.296	34.0	27.638	0.012916236	3.9758613	3.3191917
0.0	1	1.0	0.037	14.09	38.0	27.638	-3.2968373	2.6454654	3.3191917
1.0	1	1.0	0.299	56.599	38.0	27.638	-1.2073117	4.035991	3.3191917
0.0	0	1.0	0.104	42.769	40.0	25.47	-2.2633643	3.7558136	3.2375011
0.0	0	1.0	3.018	3.185	34.0	25.47	1.1045943	1.1584523	3.2375011
0.0	0	1.0	0.064	4.232	35.052	25.47	-2.748872	1.4426746	3.2375011
0.0	0	1.0	0.016	2.326	37.0	25.47	-4.1351666	0.84415007	3.2375011
0.0	1	1.0	0.1	7.323	36.576	25.47	-2.3025851	1.9910201	3.2375011
0.0	0	1.0	3.039	39.843	33.528	25.47	1.1115285	3.6849468	3.2375011
0.0	1	1.0	0.062	4.019	33.528	25.47	-2.7806208	1.3910332	3.2375011
0.0	1	1.0	1.541	7.11	33.528	25.47	0.43243155	1.9615023	3.2375011
0.0	1	1.0	0.041	39.209	38.0	25.47	-3.194183	3.6689062	3.2375011
0.0	1	1.0	0.054	4.735	34.0	25.47	-2.9187713	1.5549817	3.2375011
1.0	1	1.0	0.106	1.404	34.0	25.47	-2.244316	0.33932534	3.2375011
0.0	1	1.0	0.054	30.039	35.0	25.47	-2.9187713	3.4024966	3.2375011
0.0	1	1.0	0.175	31.969	34.0	25.47	-1.7429693	3.4647667	3.2375011
0.0	1	1.0	0.128	20.799	35.0	25.47	-2.0557249	3.034905	3.2375011
0.0	0	1.0	0.197	58.992	46.0	23.667	-1.6245515	4.0774016	3.1640816
0.0	1	1.0	0.331	3.401	33.0	23.667	-1.105637	1.2240695	3.1640816
0.0	1	1.0	0.041	3.429	35.0	23.667	-3.194183	1.2322687	3.1640816
0.0	0	1.0	0.72	1.324	32.0	23.667	-0.32850403	0.28065747	3.1640816
0.0	0	1.0	0.034	1.924	38.0	23.667	-3.3813946	0.65440637	3.1640816
0.0	1	1.0	0.067	9.473	36.0	23.667	-2.7030625	2.2484455	3.1640816
0.0	0	1.0	1.257	13.498	38.0	23.667	0.2287279	2.6025414	3.1640816
	0	1.0	0.035	21.312	37.0	23.667	-3.3524072	3.0592704	3.1640816
0.0	0	1.0	0.137	18.554	38.0	23.667	-1.9877744	2.9206855	3.1640816
0.0	0	1.0	0.074	29.253	36.0	23.667	-2.6036901	3.375982	3.1640816
0.0	1	1.0	0.187	61.775	38.0	23.667	-1.6766466	4.123499	3.1640816
0.0	0	1.0	0.019	18.158	37.0	23.667	-3.9633164	2.8991113	3.1640816
0.0	1	0.0	0.049871847	73.512	1.0	24.67294	-2.9982986	4.2974486	3.205707
0.0	1	1.0		80.787	1.0	23.667		4.391816	3.1640816
0.0	1	1.0	0.027	127.893	17.0	23.667	-3.6119184	4.851194	3.1640816
0.0	1	1.0	0.047	54.535	29.0	23.667	-3.0576077	3.9988427	3.1640816
0.0	1	1.0	0.289	61.972	40.0	23.667	-1.2413286	4.1266828	3.1640816
0.0	1	1.0	0.029	11.903	37.0	23.667	-3.5404594	2.4767904	3.1640816
0.0	1	1.0	0.034	7.699	39.0	23.667	-3.3813946	2.0410905	3.1640816
0.0	1	1.0	0.032	17.4	37.0	23.667	-3.4420192	2.85647	3.1640816
0.0	1	1.0	0.16	43.536	33.0	23.667	-1.8325815	3.7735882	3.1640816
0.0	1	1.0	0.073	52.24	31.0	23.667	-2.6172957	3.9558485	3.1640816
0.0	1	1.0	0.031	8.174	33.528	23.667	-3.473768	2.1009583	3.1640816
0.0	1	1.0	0.104	38.7	32.0	23.667	-2.2633643	3.6558397	3.1640816
0.0	1	1.0	0.658	19.407	37.0	23.667	-0.41855037	2.9656339	3.1640816
0.0	1	1.0	0.049	7.878	33.528	23.667	-3.015935	2.064074	3.1640816
0.0	1	1.0	0.185	9.136	34.0	23.667	-1.6873994	2.2122226	3.1640816
0.0	1	1.0	0.651	37.312	34.0	23.667	-0.4292456	3.619315	3.1640816
0.0	1	1.0	0.108	3.849	33.528	23.667	-2.225624	1.3478134	3.1640816
0.0	1	1.0	0.106	7.194	34.0	23.667	-2.244316	1.9732473	3.1640816
0.0	1	1.0	0.382	58.363	31.0	23.667	-0.9623347	4.0666823	3.1640816
0.0	1	1.0	0.403	34.347	28.0	23.667	-0.9088187	3.5365148	3.1640816
0.0	1	1.0	0.029	2.629	22.0	23.667	-3.5404594	0.9666035	3.1640816
0.0	1	1.0	0.118	58.773	27.0	23.667	-2.1370707	4.0736823	3.1640816
0.0	1	1.0	2.512	37.827	34.0	23.667	0.9210793	3.633023	3.1640816
0.0	1	1.0		177.521	1.0	23.667		5.179089	3.1640816
0.0	1	1.0	0.02	64.152	20.0	23.667	-3.912023	4.1612554	3.1640816
0.0	1	1.0	0.133	54.359	34.0	23.667	-2.0174062	3.9956102	3.1640816
0.0	1	1.0	0.22	4.745	32.766	23.667	-1.5141277	1.5570914	3.1640816
0.0	1	1.0	0.169	0.661	35.0	23.667	-1.7778566	-0.4140014	3.1640816
0.0	1	1.0	0.028	36.566	36.0	23.667	-3.5755508	3.599119	3.1640816
0.0	1	1.0	0.084	33.83	25.0	23.667	-2.4769385	3.521348	3.1640816
0.0	1	1.0	0.211	53.344	24.0	23.667	-1.5558971	3.9767616	3.1640816
0.0	1	1.0	0.163	30.757	21.0	23.667	-1.814005	3.4261177	3.1640816
0.0	1	1.0	0.048	6.505	32.0	23.667	-3.0365543	1.8725711	3.1640816
0.0	1	1.0	1.456	178.416	5.0	23.667	0.37569293	5.184118	3.1640816
0.0	1	1.0	0.319	64.15	25.0	23.667	-1.1425642	4.161224	3.1640816
0.0	1	1.0	0.036	49.253	24.0	23.667	-3.3242364	3.8969703	3.1640816
0.0	1	1.0	0.065	37.75	20.0	23.667	-2.7333682	3.6309855	3.1640816
0.0	1	1.0	0.122	57.555	27.0	23.667	-2.1037343	4.052741	3.1640816
0.0	1	1.0	0.536	38.728	26.0	23.667	-0.6236211	3.6565628	3.1640816
0.0	1	1.0	0.004	27.182	21.0	23.667	-5.521461	3.3025548	3.1640816
0.0	1	1.0	0.017	28.58	28.0	23.667	-4.074542	3.3527071	3.1640816
